Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1189,Finance,23,106712,17,33,62,No
EMP1190,Marketing,43,85039,9,48,74,No
EMP1191,HR,28,83741,15,35,80,Yes
EMP1192,Marketing,41,95454,19,53,52,No
EMP1193,R&D,60,130166,9,40,98,Yes
EMP1194,Finance,59,102983,9,57,69,Yes
EMP1195,HR,21,92339,13,33,92,No
EMP1196,R&D,40,148556,20,56,76,No
EMP1197,Support,40,78968,3,34,80,Yes
EMP1198,Sales,22,99027,7,45,80,Yes
EMP1199,Sales,48,108227,18,36,92,Yes
EMP1200,HR,28,76447,6,58,85,No
EMP1201,R&D,52,134248,16,30,85,Yes
EMP1202,Support,24,70582,11,30,62,No
EMP1203,Support,47,77914,16,53,57,Yes
EMP1204,Support,52,89022,17,48,65,No
EMP1205,R&D,35,124964,2,46,90,Yes
EMP1206,Support,51,75602,4,45,76,No
EMP1207,Operations,49,96238,14,30,85,Yes
EMP1208,Sales,53,108344,8,48,91,No
EMP1209,R&D,29,131099,10,53,67,No
EMP1210,Operations,51,68344,6,49,45,No
EMP1211,Finance,51,92653,5,35,80,No
EMP1212,R&D,40,132223,8,36,90,Yes
EMP1213,HR,43,86731,9,41,71,No
EMP1214,HR,25,75867,11,43,68,No
EMP1215,Finance,56,98320,8,45,74,No
EMP1216,Marketing,30,108118,17,49,85,Yes
EMP1217,HR,49,84034,15,60,78,No
EMP1218,Finance,56,85627,2,46,70,Yes
EMP1219,Finance,34,109084,12,35,72,No
EMP1220,Finance,30,104421,12,40,56,Yes
EMP1221,Sales,49,108657,14,54,76,No
EMP1222,Marketing,53,81658,6,32,66,No
EMP1223,Support,44,82747,8,34,75,No
EMP1224,Support,47,79316,14,58,60,No
EMP1225,Operations,22,95426,15,34,77,No
EMP1226,Finance,42,102454,11,42,56,No
EMP1227,HR,46,77163,2,51,81,Yes
EMP1228,Marketing,47,98605,13,58,71,No
EMP1229,Marketing,41,101500,12,30,86,No
EMP1230,Support,49,69519,7,58,52,No
EMP1231,R&D,43,125505,13,54,78,No
EMP1232,Support,29,88451,17,47,84,Yes
EMP1233,Marketing,54,100336,11,54,73,No
EMP1234,Marketing,36,91476,10,53,73,No
EMP1235,Finance,24,95632,12,38,67,No
EMP1236,Finance,49,104172,10,48,66,Yes
EMP1237,Operations,36,99503,19,48,68,No
EMP1238,Sales,43,91376,10,39,47,No
EMP1239,IT,45,128191,17,53,75,Yes
EMP1240,Operations,50,88209,4,34,85,Yes
EMP1241,Support,26,65269,3,31,69,No
EMP1242,Operations,54,93708,13,48,77,No
EMP1243,Support,37,84888,19,45,48,No
EMP1244,R&D,47,112886,6,34,44,No
EMP1245,R&D,29,129461,17,57,56,No
EMP1246,IT,56,126844,12,59,71,Yes
EMP1247,Support,28,66161,4,41,71,Yes
EMP1248,Marketing,44,92511,10,39,73,Yes
EMP1249,IT,30,144016,19,43,99,Yes
EMP1250,IT,52,110870,1,33,82,Yes
EMP1251,HR,47,86234,16,48,70,No
EMP1252,R&D,59,120719,5,54,87,Yes
EMP1253,R&D,49,141804,15,34,82,No
EMP1254,Support,45,73528,8,58,67,No
EMP1255,HR,49,76556,9,50,81,No
EMP1256,Marketing,56,88264,4,50,78,Yes
EMP1257,HR,57,83955,17,36,75,Yes
EMP1258,IT,22,107171,9,55,60,Yes
EMP1259,R&D,26,135452,18,49,68,No
EMP1260,HR,42,91748,14,35,89,Yes
EMP1261,Operations,45,83205,9,32,79,No
EMP1262,IT,37,107926,3,34,78,No
EMP1263,IT,24,122508,20,60,73,Yes
EMP1264,Finance,41,104581,5,43,77,No
EMP1265,Support,28,66874,2,36,76,No
EMP1266,Support,28,81865,9,31,91,Yes
EMP1267,Support,25,91168,16,30,67,Yes
EMP1268,Finance,36,119114,18,50,79,Yes
EMP1269,Support,49,77608,3,57,69,Yes
EMP1270,IT,36,124342,18,60,68,No
EMP1271,R&D,23,106139,1,56,52,No
EMP1272,IT,21,117152,2,59,79,No
EMP1273,Marketing,45,92161,12,56,64,No
EMP1274,IT,55,121775,19,32,63,Yes
EMP1275,Finance,29,114870,18,38,80,No
EMP1276,Operations,42,88545,9,54,69,No
EMP1277,Sales,41,86110,11,36,59,No
EMP1278,IT,21,123720,20,45,79,No
EMP1279,IT,47,124535,18,58,70,No
EMP1280,Finance,55,93182,1,58,61,No
EMP1281,R&D,28,124786,12,56,63,Yes
EMP1282,HR,28,100439,15,41,86,Yes
EMP1283,HR,35,68212,1,54,69,Yes
EMP1284,Marketing,35,107448,8,45,100,Yes
EMP1285,Marketing,52,116460,20,36,100,Yes
EMP1286,Marketing,57,96793,17,45,76,No
EMP1287,IT,25,135995,19,34,74,No
EMP1288,Sales,54,100488,9,36,68,No
EMP1289,Marketing,56,111951,15,30,90,No
EMP1290,Operations,48,84594,14,38,68,No
EMP1291,R&D,52,126678,12,46,76,Yes
EMP1292,Support,55,69584,15,40,50,No
EMP1293,Operations,26,108997,19,55,94,Yes
EMP1294,Finance,36,98094,7,35,78,No
EMP1295,Finance,22,114461,16,43,80,No
EMP1296,Marketing,36,76355,4,45,59,No
EMP1297,HR,42,93479,17,55,75,No
EMP1298,Finance,49,108851,19,33,79,No
EMP1299,HR,45,79239,11,58,77,Yes
EMP1300,R&D,24,129109,10,49,71,No
EMP1301,Finance,24,105020,18,31,71,No
EMP1302,Support,35,98908,20,55,86,Yes
EMP1303,R&D,45,122309,15,55,59,Yes
EMP1304,HR,50,95730,17,40,82,Yes
EMP1305,Finance,21,117072,20,52,94,No
EMP1306,IT,53,118747,9,41,83,No
EMP1307,R&D,32,123306,8,34,76,No
EMP1308,Operations,40,98166,19,58,70,No
EMP1309,IT,51,107932,10,49,68,No
EMP1310,IT,24,124421,8,46,84,No
EMP1311,HR,48,86547,12,36,91,No
EMP1312,Operations,33,97735,16,52,72,No
EMP1313,Operations,58,94334,19,60,69,Yes
EMP1314,R&D,23,145322,16,37,83,Yes
EMP1315,Sales,35,109888,15,49,78,No
EMP1316,Operations,45,84218,7,42,88,No
EMP1317,HR,44,63283,1,32,65,No
EMP1318,Sales,58,112479,12,31,86,Yes
EMP1319,Sales,39,95917,6,37,89,No
EMP1320,Sales,32,84984,7,30,62,No
EMP1321,Finance,22,89544,5,42,60,No
EMP1322,Marketing,50,88762,8,41,54,No
EMP1323,IT,54,117891,20,58,57,Yes
EMP1324,IT,33,115296,7,47,82,No
EMP1325,Operations,59,95143,14,50,75,No
EMP1326,Marketing,30,88372,11,37,78,No
EMP1327,Marketing,29,101016,17,60,62,Yes
EMP1328,R&D,60,117383,3,35,67,No
EMP1329,Operations,52,100059,17,44,83,No
EMP1330,R&D,51,131569,9,48,92,No
EMP1331,HR,34,81436,8,58,81,Yes
EMP1332,Support,45,106077,19,35,97,No
EMP1333,Marketing,56,85350,3,34,75,No
EMP1334,HR,50,85311,17,49,64,No
EMP1335,R&D,48,132364,14,41,78,Yes
EMP1336,R&D,35,116793,9,50,65,No
EMP1337,Finance,39,106428,17,46,70,No
EMP1338,Finance,28,86777,3,41,73,No
EMP1339,Operations,33,89849,11,38,67,No
EMP1340,Sales,59,103577,5,57,95,No
EMP1341,Marketing,21,95016,10,39,84,No
EMP1342,HR,51,92589,17,54,56,Yes
EMP1343,Support,35,77951,8,53,74,No
EMP1344,R&D,50,117956,11,55,61,No
EMP1345,Sales,48,87843,14,36,53,No
EMP1346,IT,40,115527,1,45,83,No
EMP1347,Operations,42,84048,8,43,57,No
EMP1348,Marketing,41,108499,19,30,84,No
EMP1349,IT,30,117208,11,48,63,No
EMP1350,Support,45,70850,7,60,63,Yes
EMP1351,Support,33,84669,16,33,60,No
EMP1352,Finance,31,105858,4,51,100,Yes
EMP1353,R&D,22,128850,6,36,100,Yes
EMP1354,Marketing,54,82341,3,44,88,Yes
EMP1355,HR,31,81764,11,57,85,Yes
EMP1356,Support,51,77048,3,42,68,No
EMP1357,Sales,29,88128,7,39,57,No
EMP1358,Marketing,58,95843,7,46,82,No
EMP1359,Marketing,33,76659,1,34,53,No
EMP1360,Operations,57,97480,16,44,82,Yes
EMP1361,Finance,39,104023,15,41,69,No
EMP1362,IT,47,115945,8,35,56,No
EMP1363,Support,50,73565,13,59,64,No
EMP1364,HR,36,79309,6,38,59,No
EMP1365,Marketing,25,78457,7,59,40,Yes
EMP1366,Operations,25,85958,4,46,76,No
EMP1367,Support,49,67887,6,38,75,Yes
EMP1368,R&D,45,129042,11,53,78,No
EMP1369,Support,23,73809,1,38,95,No
EMP1370,R&D,52,133552,15,32,92,Yes
EMP1371,Sales,49,90194,5,45,84,No
EMP1372,Finance,32,96659,10,33,54,No
EMP1373,IT,25,101665,1,51,73,Yes
EMP1374,HR,55,87265,7,44,87,Yes
EMP1375,Finance,45,108255,10,44,76,No
EMP1376,Sales,36,96558,12,59,75,Yes
EMP1377,HR,47,73660,1,30,70,Yes
EMP1378,Finance,31,99360,6,31,81,No
EMP1379,Operations,41,99775,18,50,78,Yes
EMP1380,Support,28,74034,8,36,82,Yes
EMP1381,IT,21,119616,13,50,70,Yes
EMP1382,Marketing,60,92253,12,31,85,No
EMP1383,Support,40,94784,20,45,80,No
EMP1384,IT,37,108014,4,49,74,No
EMP1385,Support,29,72709,11,35,58,No
EMP1386,R&D,25,124770,11,30,56,No
EMP1387,R&D,45,139844,17,50,74,No
EMP1388,Sales,22,111692,20,54,60,Yes
EMP1389,Sales,48,97771,8,49,80,No
EMP1390,IT,45,108321,7,50,78,Yes
EMP1391,R&D,42,111748,5,38,66,No
EMP1392,Support,39,81976,1,37,94,No
EMP1393,Operations,36,89468,7,47,100,No
EMP1394,Sales,59,101919,13,46,83,Yes
EMP1395,HR,25,85818,16,32,78,No
EMP1396,IT,26,113742,6,48,73,No
EMP1397,Sales,36,96789,17,32,62,No
EMP1398,Sales,48,91629,6,49,81,Yes
EMP1399,R&D,33,134984,9,57,75,No
EMP1400,Support,31,84625,16,44,70,No
EMP1401,Support,30,80813,16,30,75,No
EMP1402,Marketing,59,99357,18,34,62,No
EMP1403,Marketing,45,96979,15,39,63,No
EMP1404,Operations,29,91035,16,36,78,No
EMP1405,HR,21,97766,17,53,72,No
EMP1406,Support,44,75993,13,45,61,No
EMP1407,Finance,47,94960,2,59,94,Yes
EMP1408,Support,37,92918,12,46,94,Yes
EMP1409,Operations,24,88527,13,59,66,Yes
EMP1410,Operations,22,85569,5,38,79,No
EMP1411,IT,37,104894,8,49,59,Yes
EMP1412,Finance,45,105303,13,52,66,No
EMP1413,Finance,54,88793,7,58,55,No
EMP1414,Support,58,82493,10,53,85,No
EMP1415,Finance,27,112557,19,54,81,Yes
EMP1416,Support,40,67125,1,35,53,No
EMP1417,Finance,25,103960,14,46,66,Yes
EMP1418,Operations,32,83620,5,36,79,No
EMP1419,Finance,49,118686,19,56,76,Yes
EMP1420,Sales,37,107770,14,44,82,No
EMP1421,Finance,31,89652,3,39,80,No
EMP1422,Sales,51,110960,16,51,78,Yes
EMP1423,HR,38,55186,1,51,44,Yes
EMP1424,HR,45,96712,20,46,57,No
EMP1425,R&D,51,132184,11,49,64,No
EMP1426,Operations,36,90578,12,51,79,No
EMP1427,HR,43,91391,11,55,85,Yes
EMP1428,IT,22,138937,20,33,82,Yes
EMP1429,Sales,44,101186,15,49,65,No
EMP1430,Sales,21,93783,11,30,52,No
EMP1431,HR,41,87786,15,37,65,No
EMP1432,Operations,48,98692,16,51,67,No
EMP1433,Finance,45,104470,10,49,77,No
EMP1434,HR,29,85976,16,55,81,Yes
EMP1435,R&D,31,134746,15,60,88,Yes
EMP1436,IT,26,118627,4,43,86,Yes
EMP1437,Operations,45,93239,9,37,71,No
EMP1438,Finance,29,110435,18,50,57,No
EMP1439,Operations,35,97723,19,54,78,Yes
EMP1440,Support,56,79823,14,55,72,Yes
EMP1441,Finance,39,107805,3,33,91,Yes
EMP1442,Finance,57,115130,12,34,85,Yes
EMP1443,Support,57,79879,1,39,88,Yes
EMP1444,Support,41,87529,12,55,80,No
EMP1445,IT,54,131769,20,48,77,No
EMP1446,Operations,30,87686,10,56,86,Yes
EMP1447,R&D,30,148878,20,39,85,No
EMP1448,HR,59,89580,11,39,89,No
EMP1449,Finance,38,108725,19,45,69,No
EMP1450,Support,24,84564,11,34,68,No
EMP1451,Sales,24,94603,6,57,63,No
EMP1452,IT,22,125378,18,42,75,No
EMP1453,R&D,43,134426,13,42,92,No
EMP1454,Sales,56,98794,13,33,83,Yes
EMP1455,HR,40,93702,15,50,78,No
EMP1456,IT,34,120661,7,55,80,Yes
EMP1457,HR,44,82868,19,33,59,No
EMP1458,Support,31,56925,2,33,42,No
EMP1459,IT,24,115438,4,46,65,Yes
EMP1460,Support,36,61696,2,33,61,No
EMP1461,Marketing,59,93130,6,50,74,No
EMP1462,Finance,50,101860,13,38,54,No
EMP1463,Operations,21,88207,4,33,87,No
EMP1464,Sales,22,112531,19,48,81,Yes
EMP1465,Finance,58,91255,6,42,57,No
EMP1466,IT,27,123494,11,32,76,No
EMP1467,IT,46,107857,1,42,61,No
EMP1468,Finance,54,115644,19,47,69,No
EMP1469,Finance,34,91987,4,35,86,No
EMP1470,Operations,28,74822,2,34,60,No
EMP1471,IT,26,122243,18,38,76,No
EMP1472,Operations,55,89886,6,43,72,No
EMP1473,Sales,40,93857,2,60,99,No
EMP1474,R&D,29,139288,19,45,66,No
EMP1475,Operations,59,103631,18,46,76,Yes
EMP1476,HR,33,85026,5,39,80,No
EMP1477,IT,59,128645,18,36,66,No
EMP1478,Finance,56,98205,9,38,69,No
EMP1479,IT,46,137254,15,32,91,No
EMP1480,Sales,25,98016,9,50,68,No
EMP1481,Operations,57,97683,17,49,86,No
EMP1482,Support,45,77989,1,60,94,Yes
EMP1483,Marketing,28,98496,18,33,70,No
EMP1484,Operations,42,89085,9,34,63,No
EMP1485,Marketing,21,96444,4,42,83,Yes
EMP1486,Finance,32,117294,17,53,73,Yes
EMP1487,R&D,27,134886,17,41,67,Yes
EMP1488,Finance,24,97907,6,40,52,No
EMP1489,IT,43,120662,18,47,55,No
EMP1490,Marketing,21,91297,17,52,61,No
EMP1491,IT,45,130472,19,53,72,No
EMP1492,Sales,59,111300,14,52,100,Yes
EMP1493,Operations,50,103028,17,39,72,No
EMP1494,Sales,40,91057,3,60,87,Yes
EMP1495,Operations,26,73155,3,32,71,No
EMP1496,Finance,39,102774,18,59,46,No
EMP1497,HR,48,91387,17,59,73,No
EMP1498,Finance,46,82665,1,49,61,No
EMP1499,HR,48,87982,18,53,53,No
EMP1500,HR,59,92761,15,60,100,Yes
EMP1501,Sales,32,99905,3,41,82,Yes
EMP1502,R&D,45,126788,6,41,62,Yes
EMP1503,Sales,55,85140,4,39,71,Yes
EMP1504,Support,34,90688,10,59,84,No
EMP1505,HR,50,93134,20,57,63,No
EMP1506,Marketing,43,83779,4,30,75,No
EMP1507,IT,46,117888,12,30,86,No
EMP1508,IT,47,113835,4,59,83,Yes
EMP1509,Marketing,35,103917,16,42,66,Yes
EMP1510,Marketing,27,107802,15,51,83,Yes
EMP1511,IT,43,112701,14,30,59,Yes
EMP1512,Marketing,23,92448,5,42,93,No
EMP1513,HR,31,69704,7,60,57,Yes
EMP1514,R&D,56,139319,16,55,77,No
EMP1515,Operations,46,102020,17,53,95,Yes
EMP1516,Finance,22,91038,5,34,64,No
EMP1517,Sales,24,105216,11,43,94,Yes
EMP1518,Marketing,52,82827,3,54,72,No
EMP1519,IT,53,109067,6,37,73,No
EMP1520,Sales,48,99974,7,45,80,No
EMP1521,Finance,53,120354,20,35,83,No
EMP1522,Sales,28,92228,5,42,96,Yes
EMP1523,Sales,30,94484,14,30,71,No
EMP1524,Marketing,35,88430,8,40,71,No
EMP1525,Support,24,77301,10,33,73,No
EMP1526,Sales,41,84469,2,35,84,Yes
EMP1527,Operations,34,85909,10,45,71,No
EMP1528,R&D,44,128877,11,39,91,Yes
EMP1529,HR,56,76172,5,40,60,No
EMP1530,Operations,36,94223,9,36,91,Yes
EMP1531,Finance,29,130484,20,33,100,No
EMP1532,Sales,33,100666,15,59,83,Yes
EMP1533,Operations,40,89917,16,54,80,Yes
EMP1534,Support,56,91720,9,58,93,No
EMP1535,Operations,44,85259,15,50,69,No
EMP1536,HR,31,89564,20,38,49,No
EMP1537,Marketing,23,109935,19,31,80,No
EMP1538,R&D,55,125061,17,32,57,No
EMP1539,Support,56,73458,13,42,68,Yes
EMP1540,Sales,58,92564,1,58,69,No
EMP1541,R&D,53,139204,17,38,72,No
EMP1542,Finance,31,104041,8,31,82,Yes
EMP1543,HR,30,80494,9,59,91,No
EMP1544,Sales,34,106172,18,33,93,Yes
EMP1545,Operations,41,81930,3,60,70,Yes
EMP1546,Marketing,41,83768,2,50,60,Yes
EMP1547,Operations,35,89469,9,35,74,No
EMP1548,Finance,45,105010,9,57,77,No
EMP1549,Sales,49,100383,8,40,73,No
EMP1550,Support,30,95457,15,37,90,No
EMP1551,Operations,30,95912,16,32,61,No
EMP1552,Sales,57,109401,16,60,75,Yes
EMP1553,Marketing,22,102111,10,35,91,No
EMP1554,Finance,30,85618,3,43,60,No
EMP1555,Support,27,89134,17,34,71,Yes
EMP1556,Support,22,57572,4,56,53,No
EMP1557,HR,29,84879,8,54,80,No
EMP1558,HR,27,99306,18,53,78,Yes
EMP1559,Finance,33,102960,5,45,76,No
EMP1560,Operations,51,66065,5,37,49,No
EMP1561,Marketing,55,83611,4,30,77,No
EMP1562,Support,30,63375,1,59,70,Yes
EMP1563,Support,45,78901,5,41,70,No
EMP1564,Finance,52,91328,6,33,67,No
EMP1565,Marketing,43,89900,3,49,69,No
EMP1566,HR,59,79422,5,35,84,No
EMP1567,IT,48,115544,5,58,69,No
EMP1568,Finance,38,105347,16,51,66,No
EMP1569,Finance,21,93549,5,54,69,No
EMP1570,R&D,25,116903,4,48,66,No
EMP1571,Marketing,30,85608,3,40,82,Yes
EMP1572,R&D,48,143039,16,52,74,No
EMP1573,Operations,29,82045,8,42,62,No
EMP1574,Sales,45,95663,3,48,81,Yes
EMP1575,Sales,26,96881,8,41,100,Yes
EMP1576,R&D,29,127981,4,31,75,No
EMP1577,IT,39,133959,15,34,82,No
EMP1578,Sales,34,95188,8,31,61,Yes
EMP1579,IT,45,114791,1,52,86,Yes
EMP1580,Finance,51,108791,20,57,72,Yes
EMP1581,Operations,30,89731,3,37,88,Yes
EMP1582,IT,51,115341,5,53,82,No
EMP1583,Marketing,51,97590,14,53,64,Yes
EMP1584,Finance,30,102125,2,58,92,Yes
EMP1585,IT,53,117135,6,30,64,No
EMP1586,Marketing,57,107722,17,39,82,Yes
EMP1587,IT,38,106325,3,46,53,Yes
EMP1588,HR,35,99325,13,35,95,No
EMP1589,Finance,50,105883,16,40,67,Yes
EMP1590,Operations,48,74576,7,38,64,No
EMP1591,Operations,59,83194,11,30,75,Yes
EMP1592,HR,40,77405,7,47,82,No
EMP1593,HR,36,88536,9,32,90,No
EMP1594,R&D,23,111127,2,40,72,No
EMP1595,HR,43,85118,10,60,68,No
EMP1596,Operations,29,81122,4,40,79,No
EMP1597,Finance,53,95006,5,30,64,No
EMP1598,HR,39,79180,6,34,68,No
EMP1599,Finance,35,102372,7,55,72,Yes
EMP1600,Operations,49,76565,5,40,68,No
EMP1601,Support,23,78478,13,37,79,No
EMP1602,R&D,27,127255,1,34,90,No
EMP1603,Finance,52,86845,4,44,64,Yes
EMP1604,Operations,43,83535,3,32,100,No
EMP1605,R&D,37,142941,16,38,76,Yes
EMP1606,Finance,57,103855,16,31,62,No
EMP1607,Support,47,90546,20,59,69,No
EMP1608,Operations,44,74419,3,51,63,No
EMP1609,Marketing,23,115364,20,50,94,No
EMP1610,HR,30,76657,4,39,82,Yes
EMP1611,Support,25,79766,8,42,87,Yes
EMP1612,R&D,27,119289,3,35,62,Yes
EMP1613,Support,48,76801,7,42,70,No
EMP1614,R&D,28,122827,9,44,84,No
EMP1615,R&D,30,117784,7,40,42,No
EMP1616,Operations,48,83086,16,36,60,Yes
EMP1617,HR,48,73784,9,38,71,No
EMP1618,Finance,40,106726,15,57,71,No
EMP1619,Marketing,32,94933,2,32,85,No
EMP1620,IT,33,116716,12,60,67,No
EMP1621,IT,48,111062,12,59,70,No
EMP1622,Sales,25,99219,19,49,63,Yes
EMP1623,Operations,21,85960,5,58,68,No
EMP1624,Support,37,81060,17,53,76,No
EMP1625,IT,49,130774,19,33,94,Yes
EMP1626,IT,59,120953,13,36,79,Yes
EMP1627,Sales,57,94140,1,41,75,No
EMP1628,Finance,52,107273,15,43,73,No
EMP1629,Support,54,83413,11,33,86,Yes
EMP1630,IT,55,117619,14,42,69,No
EMP1631,Support,39,93035,20,60,96,No
EMP1632,Finance,26,95878,1,49,64,No
EMP1633,R&D,60,139553,18,33,65,Yes
EMP1634,Marketing,47,90528,7,37,64,No
EMP1635,Support,28,82053,7,57,68,No
EMP1636,R&D,47,139594,13,30,76,No
EMP1637,Sales,53,106087,10,38,81,No
EMP1638,Support,36,73894,1,58,68,No
EMP1639,HR,22,77085,5,55,59,No
EMP1640,Operations,42,90074,6,60,90,No
EMP1641,Sales,56,91545,13,36,66,No
EMP1642,Support,29,75546,13,53,66,No
EMP1643,Operations,54,78219,6,43,77,No
EMP1644,Support,37,103693,18,35,93,Yes
EMP1645,Finance,26,93957,1,43,95,Yes
EMP1646,Finance,57,111362,13,30,76,No
EMP1647,R&D,43,116875,6,37,70,No
EMP1648,Sales,45,87447,9,51,68,No
EMP1649,IT,22,134313,19,57,85,Yes
EMP1650,IT,39,114809,9,58,83,Yes
EMP1651,R&D,44,129378,7,42,92,Yes
EMP1652,Finance,34,118827,14,42,87,Yes
EMP1653,R&D,31,127194,6,39,82,No
EMP1654,HR,28,84378,11,41,75,No
EMP1655,HR,31,93230,17,53,74,Yes
EMP1656,HR,54,88246,17,54,81,Yes
EMP1657,Operations,28,87173,7,30,71,No
EMP1658,IT,38,114764,9,45,82,No
EMP1659,Operations,56,88299,10,44,74,No
EMP1660,Sales,37,91456,6,36,60,No
EMP1661,Marketing,46,82164,4,48,79,No
EMP1662,R&D,48,130420,15,43,59,No
EMP1663,Operations,60,76732,4,49,69,No
EMP1664,Finance,49,92753,6,58,80,No
EMP1665,Marketing,58,98620,14,39,55,No
EMP1666,Operations,46,67147,1,33,60,No
EMP1667,Support,32,85994,12,37,90,Yes
EMP1668,Operations,28,83176,1,40,82,Yes
EMP1669,Operations,34,97901,15,48,82,Yes
EMP1670,Marketing,59,76462,7,46,50,Yes
EMP1671,Marketing,59,92389,3,48,84,Yes
EMP1672,Operations,33,87001,7,31,67,No
EMP1673,HR,38,87155,14,33,80,No
EMP1674,Sales,57,81492,1,39,80,No
EMP1675,HR,50,92027,10,34,81,No
EMP1676,HR,42,68298,1,32,64,Yes
EMP1677,Support,40,80166,9,40,75,No
EMP1678,R&D,60,110989,2,42,62,No
EMP1679,R&D,52,109329,4,56,63,No
EMP1680,HR,29,86012,4,40,86,No
EMP1681,Support,35,76643,6,32,84,No
EMP1682,HR,24,95310,9,58,99,Yes
EMP1683,HR,40,77361,3,38,67,No
EMP1684,IT,29,127914,19,44,89,Yes
EMP1685,IT,58,121594,14,50,69,Yes
EMP1686,R&D,52,132408,9,40,77,No
EMP1687,Sales,26,97500,9,54,73,No
EMP1688,Sales,34,99171,3,32,79,No
EMP1689,Sales,21,89412,7,44,78,No
EMP1690,Operations,40,85973,15,50,67,No
EMP1691,Finance,29,99368,8,59,53,No
EMP1692,Sales,46,99602,7,32,99,Yes
EMP1693,Marketing,57,77755,4,34,69,No
EMP1694,R&D,32,127202,9,30,76,No
EMP1695,R&D,43,127519,9,33,79,No
EMP1696,Support,53,81467,14,46,72,Yes
EMP1697,Marketing,44,80773,4,31,63,No
EMP1698,Sales,46,84370,6,49,59,No
EMP1699,R&D,54,137961,14,33,67,Yes
EMP1700,Finance,24,84411,2,48,59,Yes
EMP1701,Finance,38,94371,8,58,61,No
EMP1702,Sales,38,95352,16,36,61,No
EMP1703,Operations,39,100145,20,39,74,No
EMP1704,R&D,40,120912,8,35,69,No
EMP1705,IT,32,111862,11,58,45,No
EMP1706,Operations,22,92688,6,38,83,Yes
EMP1707,HR,59,77155,12,45,62,No
EMP1708,HR,22,88362,19,51,68,No
EMP1709,IT,30,108015,4,33,68,No
EMP1710,Operations,55,93320,9,51,93,Yes
EMP1711,R&D,21,132889,12,39,68,No
EMP1712,R&D,28,118808,9,51,50,No
EMP1713,HR,30,88352,14,57,82,Yes
EMP1714,Sales,57,107180,14,41,100,No
EMP1715,Sales,45,90927,4,60,72,No
EMP1716,R&D,54,135964,6,38,91,No
EMP1717,Operations,46,97322,19,43,84,Yes
EMP1718,Operations,60,84680,4,43,71,No
EMP1719,Operations,39,74040,4,30,56,No
EMP1720,Marketing,60,97514,18,51,75,Yes
EMP1721,Marketing,25,95624,10,30,66,No
EMP1722,HR,52,83000,10,30,77,No
EMP1723,HR,24,86024,9,34,69,No
EMP1724,IT,26,123510,9,34,82,Yes
EMP1725,Finance,39,101949,8,31,63,No
EMP1726,Support,48,91013,13,60,76,Yes
EMP1727,Marketing,40,113351,20,39,80,No
EMP1728,IT,33,119720,9,34,86,No
EMP1729,Marketing,40,80192,3,39,59,No
EMP1730,Support,27,71040,5,46,68,No
EMP1731,Operations,50,79707,12,43,45,Yes
EMP1732,HR,47,71253,3,54,81,No
EMP1733,Marketing,36,106594,19,46,63,No
EMP1734,Marketing,24,99301,13,34,86,No
EMP1735,R&D,54,140896,15,56,78,No
EMP1736,Finance,42,121066,20,33,76,Yes
EMP1737,R&D,42,122063,2,33,73,No
EMP1738,Sales,54,90081,5,47,57,No
EMP1739,IT,35,114694,5,39,61,Yes
EMP1740,R&D,60,112850,7,33,61,Yes
EMP1741,Finance,54,102743,4,37,78,No
EMP1742,Support,24,76228,4,39,88,Yes
EMP1743,IT,36,136378,18,38,82,No
EMP1744,Finance,48,83654,5,50,58,Yes
EMP1745,Sales,31,105471,17,53,72,Yes
EMP1746,Finance,58,110589,16,41,67,No
EMP1747,Support,27,83593,15,43,77,No
EMP1748,Support,21,81158,19,39,68,No
EMP1749,R&D,23,135409,12,60,90,Yes
EMP1750,IT,43,139406,17,57,94,Yes
EMP1751,Operations,54,95214,13,46,91,Yes
EMP1752,Operations,50,89210,5,38,81,No
EMP1753,Marketing,46,95070,3,59,82,Yes
EMP1754,IT,57,125245,17,54,63,No
EMP1755,IT,41,129746,19,60,61,No
EMP1756,HR,22,69231,6,37,67,No
EMP1757,R&D,51,137178,11,54,77,No
EMP1758,Sales,27,107072,6,53,95,Yes
EMP1759,Support,25,74586,2,49,74,Yes
EMP1760,Operations,59,73351,1,59,78,No
EMP1761,R&D,45,115586,5,50,67,No
EMP1762,Marketing,35,82905,7,53,71,No
EMP1763,Sales,26,99834,19,30,62,Yes
EMP1764,IT,21,114785,12,54,62,No
EMP1765,Finance,42,99572,6,51,71,No
EMP1766,Sales,34,99361,19,56,48,No
EMP1767,Operations,60,97554,18,57,77,No
EMP1768,Finance,57,100718,3,34,78,No
EMP1769,Finance,28,107719,16,37,89,Yes
EMP1770,Marketing,37,96113,13,52,79,Yes
EMP1771,IT,39,109766,3,47,54,No
EMP1772,Marketing,46,102344,20,31,64,No
EMP1773,Finance,58,105741,16,59,83,Yes
EMP1774,Support,37,81449,7,40,70,No
EMP1775,IT,34,129668,18,56,72,No
EMP1776,HR,36,85849,16,32,47,No
EMP1777,HR,43,75776,3,60,57,Yes
EMP1778,R&D,29,122883,9,53,84,Yes
EMP1779,R&D,53,127504,8,50,66,No
EMP1780,Sales,22,97174,2,30,86,No
EMP1781,Sales,55,97646,20,57,61,No
EMP1782,HR,45,85101,13,52,87,Yes
EMP1783,Support,56,72653,5,33,51,No
